invoice_number,vendor_id,delivery_method,menu_items,invoice_date,tax,total,customer_id
48979,1,pickup,Deluxe Crispy Chicken Sandwich,2023-02-28,0.05750,5.91,8209
48980,3,pickup,Diet Mountain Dew (Medium),2023-02-28,0.04225,2.91,6965
48981,2,delivery,Seasoned Fries Large|7 Crispy Tenders,2023-02-28,0.06500,17.13,5902
48982,3,delivery,Hot Sauce Packet,2023-02-28,0.05500,0.00,9933
48983,1,delivery,2 Cheeseburger Meal,2023-02-28,0.02900,7.60,7342
49055,2,delivery,Medium 8 pc Wing Combo Classic|15 Crispy Tenders,2023-03-01,0.00000,37.78,5744
48984,2,delivery,Large 5 pc Crispy Tender Combo|Small 6 pc Wing Combo Classic|10 Wings Boneless,2023-02-28,0.06500,36.18,3855
48985,1,pickup,2 Sausage Burrito Meal,2023-02-28,0.00000,5.59,5894
48986,3,delivery,Fiesta Veggie Burrito|Cheese Quesadilla|Mug Root Beer (Small),2023-02-28,0.06850,9.06,1291
48987,3,pickup,Bell Breakfast Box|Chipotle Sauce,2023-02-28,0.05000,6.51,1010
48988,1,pickup,Filet O Fish Meal,2023-02-28,0.00000,8.89,2817
48989,1,delivery,Blueberry Muffin|Medium Hawaiian Punch,2023-02-28,0.05500,4.73,9905
48990,1,pickup,Double Bacon Quarter Pounder With Cheese|Double Quarter Pounder With Cheese Meal|Egg McMuffin,2023-02-28,0.04750,23.96,2082
48991,1,delivery,Sausage Egg Biscuit,2023-02-28,0.06850,4.26,9697
48992,2,delivery,75pc Pack Classic|50 Wings Classic,2023-02-28,0.06250,167.43,1174
48993,1,pickup,Hamburger|Medium Frozen Fanta (Wild Cherry),2023-02-28,0.06350,4.34,6509
48994,3,pickup,Chipotle Ranch Grilled Chicken Burrito|Variety Taco Party Pack,2023-02-28,0.06625,30.91,8858
48995,2,delivery,10 Wings Mix & Match|Veggie Sticks Carrots Only,2023-02-28,0.05500,14.43,6533
48996,2,delivery,100pc Pack Mix & Match,2023-02-28,0.04000,136.33,7269
48997,2,pickup,50pc Party Pack Boneless|15pc Meal for 2 Classic,2023-02-28,0.04000,83.49,3974
48998,3,delivery,Cheesy Toasted Breakfast Burrito Bacon|Crispy Chicken Wings|Diet Mountain Dew (Medium),2023-02-28,0.06850,12.04,9991
48999,3,pickup,Crispy Melt Taco|Black Bean Crispy Melt Taco|3 Doritos Locos Tacos Combo,2023-02-28,0.00000,14.07,842
49000,1,pickup,Big Breakfast With Hotcakes|Bacon McDouble,2023-02-28,0.05600,10.43,3846
49001,2,delivery,20 Crispy Tenders|10 Wings Boneless,2023-02-28,0.00000,44.28,5978
49002,2,pickup,100pc Pack Mix & Match|Veggie Sticks|Iced Tea 20oz,2023-03-01,0.06250,144.04,9312
49003,1,delivery,Medium Caramel Hot Chocolate,2023-03-01,0.06850,2.98,3384
49004,1,pickup,Sausage Egg Cheese McGriddle Meal|Double Hamburger,2023-03-01,0.05500,8.84,9318
49005,1,delivery,Double Quarter Cheese Deluxe|10 Piece McNuggets Meal,2023-03-01,0.06250,16.77,157
49006,2,delivery,15 Wings Classic|15 Wings Mix & Match,2023-03-01,0.06850,37.38,5318
49007,1,pickup,Honest Kids Organic Apple Juice|Big Breakfast With Hotcakes,2023-03-01,0.06875,8.64,2363
49008,1,delivery,40 McNuggets|Smoky BLT Quarter Pounder With Cheese,2023-03-01,0.06850,20.92,1800
49009,1,delivery,Cherry & Creme Pie|Hot & Spicy McChicken,2023-03-01,0.06850,5.43,4436
49010,2,delivery,20 Wings Classic,2023-03-01,0.06625,24.51,8641
49011,2,delivery,50 Wings Boneless|Louisiana Voodoo Fries Large,2023-03-01,0.05300,59.47,5632
49012,3,delivery,Cheese Quesadilla,2023-03-01,0.06875,4.05,2357
49013,3,pickup,Black Bean Crunchwrap Supreme,2023-03-01,0.05500,4.63,8803
49014,1,pickup,Sausage McMuffin Meal|Cherry & Creme Pie|Sausage Egg McMuffin,2023-03-01,0.05300,12.18,435
49015,1,pickup,Regular M&M McFlurry,2023-03-01,0.06500,4.57,8754
49016,1,delivery,McChicken Biscuit,2023-03-01,0.04500,3.02,3819
49017,1,delivery,Plain Sundae,2023-03-01,0.02900,3.59,713
49018,1,delivery,Medium Caramel Latte,2023-03-01,0.05000,3.45,4750
49019,1,pickup,Honey Packet,2023-03-01,0.05300,0.00,5485
49020,3,delivery,Classic Combo|(1) Classic Combo,2023-03-01,0.04750,10.48,8221
49021,2,pickup,Louisiana Voodoo Fries Regular,2023-03-01,0.06100,4.87,6215
49022,2,pickup,8 pc Meal for 2 – Crispy Tenders|15 Wings Mix & Match|40pc Group Pack Classic,2023-03-01,0.05000,94.68,5491
49023,2,pickup,30pc Crew Pack Boneless,2023-03-01,0.05500,35.44,2999
49024,1,pickup,Chicken McGriddle|Sugar Packet|4 Pieces Chicken McNuggets – Happy Meal,2023-03-01,0.07250,8.13,7317
49025,2,pickup,Cheese Fries Regular,2023-03-01,0.07250,3.74,7604
49026,1,pickup,Chicken McGriddle Meal,2023-03-01,0.05000,5.76,4220
49027,2,delivery,24pc Family Pack Boneless,2023-03-01,0.05500,29.11,4262
49028,1,delivery,Egg Cheese Biscuit,2023-03-01,0.02900,3.49,7586
49029,2,pickup,Veggie Sticks Carrots Only|Iced Tea 32oz|24pc Crispy Tender Pack,2023-03-01,0.07250,56.06,3790
49030,3,delivery,Fiesta Veggie Burrito|Grande Toasted Breakfast Burrito Bacon|Nacho Cheese Sauce,2023-03-01,0.06875,9.71,7057
49031,3,delivery,Crispy Melt Taco|Drinks Party Pack|Cinnabon Delights 12 Pack,2023-03-01,0.06850,14.19,1001
49032,1,delivery,Medium Iced Caramel Macchiato|Spicy Crispy Chicken Sandwich,2023-03-01,0.06100,7.72,892
49033,1,delivery,Bacon Egg Cheese Biscuit|Double Bacon Quarter Pounder With Cheese|Crispy Chicken Sandwich,2023-03-01,0.06625,18.73,5954
49034,2,pickup,100pc Pack Boneless|Small 6 pc Wing Combo Classic,2023-03-01,0.04000,126.76,9867
49035,3,delivery,Chips and Nacho Cheese Sauce,2023-03-01,0.05750,2.32,1842
49036,1,pickup,3 Half Strips Bacon,2023-03-01,0.05500,2.52,6765
49037,2,delivery,24pc Crispy Tender Pack|Cajun Fried Corn Regular,2023-03-01,0.06850,54.37,8970
49038,3,delivery,Grande Toasted Breakfast Burrito Bacon|Diablo Sauce Packet|Brisk Dragon Paradise Sparkling Iced Tea,2023-03-01,0.00000,9.18,7789
49039,1,pickup,Medium Caramel Macchiato|Medium Pumpkin Latte|Iced Pumpkin Coffee,2023-03-01,0.06500,9.87,8506
49040,1,delivery,Medium Strawberry Shake,2023-03-01,0.07000,3.95,620
49041,3,delivery,Lipton Unsweetened Iced Tea,2023-03-01,0.07250,3.10,5501
49042,2,delivery,20 Wings Boneless,2023-03-01,0.05750,21.67,561
49043,2,pickup,50 Wings Mix & Match|15pc Meal for 2 Classic,2023-03-01,0.04750,86.50,6973
49044,2,delivery,15pc Meal for 2 Classic|20 Wings Mix & Match,2023-03-01,0.05600,50.77,6730
49045,3,delivery,Premium Hot Coffee,2023-03-01,0.06625,2.12,3490
49046,2,pickup,100 Wings Mix & Match|75pc Pack Classic|4 Crispy Tenders,2023-03-01,0.02900,228.72,451
49047,1,delivery,Sausage Egg McMuffin Meal|Dassani Bottled Water,2023-03-01,0.05500,7.57,4391
49048,1,pickup,Bacon Egg Cheese Bagel|Tangy BBQ Dipping Sauce,2023-03-01,0.06000,4.87,8657
49049,3,pickup,Pintos N Cheese|Black Beans|Chips And Nacho Cheese Sauce,2023-03-01,0.04500,5.82,9243
49050,1,pickup,Quarter Pounder With Cheese,2023-03-01,0.06100,5.51,1405
49051,3,pickup,Black Bean Crispy Melt Taco,2023-03-01,0.06100,2.75,8253
49052,2,delivery,75 Wings Boneless,2023-03-01,0.06250,79.15,4011
49053,2,delivery,8 pc Meal for 2 – Crispy Tenders|15 Wings Classic,2023-03-01,0.06250,39.61,7976
49054,1,pickup,Medium Coke,2023-03-01,0.06100,1.90,4077
49057,2,delivery,Medium 8 pc Wing Combo Classic|Small 6 pc Wing Combo Boneless,2023-03-01,0.06250,23.78,1598
49058,3,delivery,Breakfast Salsa|Crunchwrap Supreme Cravings Trio|Supreme Soft Taco Party Pack,2023-03-01,0.06875,35.26,4273
49059,3,pickup,Crunchwrap Supreme|Mild Sauce Packet|White Hot Ranch Fries Burrito Veggie,2023-03-01,0.00000,8.28,7257
49060,1,delivery,Apple Pie|Double Quarter Pounder With Cheese,2023-03-01,0.05300,9.14,6215
49061,1,delivery,Medium Caramel Latte|Regular M&M McFlurry|Honey Packet,2023-03-01,0.04000,7.88,6102
49062,3,pickup,Avocado Ranch Sauce|Sierra Mist,2023-03-01,0.04750,3.24,8625
49063,2,delivery,15pc Meal for 2 Classic|50 Wings Boneless|15 Wings Classic,2023-03-01,0.05750,98.32,9813
49064,3,delivery,Crispy Melt Taco,2023-03-01,0.04450,2.71,9071
49065,3,pickup,Cheese Quesadilla|Crunchwrap Supreme Combo,2023-03-01,0.06875,13.98,7028
49066,3,delivery,Black Bean Crunchwrap Supreme,2023-03-01,0.04000,4.57,3665
49067,1,delivery,Regular M&M McFlurry|Spicy Crispy Chicken Sandwich,2023-03-01,0.06350,9.87,9532
49068,1,pickup,Spicy Crispy Chicken Sandwich Meal|4 Pieces Chicken McNuggets – Happy Meal,2023-03-01,0.06100,13.03,4130
49069,1,delivery,Mayonnaise Packet,2023-03-01,0.06875,0.00,638
49070,2,pickup,20 Wings Mix & Match,2023-03-01,0.05600,24.28,9021
49071,2,delivery,50pc Party Pack Boneless,2023-03-01,0.05600,58.28,8156
49072,1,pickup,Medium Vanilla Shake|Sausage Biscuit|Honey Packet,2023-03-01,0.05000,6.80,8378
49073,2,delivery,Medium 8 pc Wing Combo Boneless|Cheese Fries Large|10 Wings Mix & Match,2023-03-01,0.04225,27.90,927
49074,1,pickup,Mustard Packet|Creamer Packet|Daily Double,2023-03-01,0.05750,3.16,7575
49075,2,delivery,Cajun Fried Corn Regular,2023-03-01,0.05750,3.90,8054
49076,2,pickup,Triple Chocolate Chunk Brownie,2023-03-01,0.06500,2.23,3342
49077,1,delivery,Cinnamon Roll|Sausage Egg Cheese Bagel Meal|Big Breakfast,2023-03-01,0.07000,15.38,3959
49078,2,pickup,30pc Crew Pack Mix & Match|Soft Drinks 20oz|Buffalo Ranch Fries Regular,2023-03-01,0.05000,51.10,8677
49079,1,pickup,Medium Caramel Hot Chocolate,2023-03-01,0.04225,2.91,234
49080,1,delivery,Hotcakes & Sausage|Medium Hawaiian Punch|Medium Caramel Latte,2023-03-01,0.05300,10.81,7780
49081,3,delivery,Breakfast Quesadilla Combo,2023-03-01,0.06850,5.33,5792
49082,3,delivery,Blue Raspberry Electric Strawberry Freeze|Brisk Mango Fiesta,2023-03-01,0.06250,7.20,5170
49083,3,pickup,Black Bean Crispy Melt Taco|Blue Raspberry Freeze,2023-03-01,0.06875,6.93,5160
49084,2,pickup,15pc Meal for 2 Boneless,2023-03-01,0.04000,21.21,7031
49085,1,pickup,Sausage McMuffin|Steak Egg Cheese McGriddle|Salt Packet,2023-03-01,0.04450,8.34,5312
49086,1,pickup,McDouble|10 Pieces McNuggets Meal|Big Breakfast,2023-03-01,0.06875,17.60,5231
49087,3,pickup,Chips And Nachos Cheese Sauce|Mild Sauce Packet,2023-03-01,0.06850,2.34,7647
49088,2,delivery,Buffalo Ranch Fries Regular,2023-03-01,0.04000,4.77,8285
49089,2,delivery,16pc Crispy Tender Pack|75pc Pack Mix & Match,2023-03-01,0.06875,140.95,6438
49090,1,pickup,Medium Cappuccino|Hot & Spicy McChicken,2023-03-01,0.07000,6.93,8293
49091,2,pickup,20 Wings Boneless|100pc Pack Boneless|50pc Party Pack Mix & Match,2023-03-01,0.00000,196.47,1424
49092,2,pickup,Large 10 pc Wing Combo Classic|Medium 8 pc Wing Combo Classic,2023-03-01,0.06250,30.37,9950
49093,2,pickup,24pc Family Pack Classic|50pc Party Pack Mix & Match|30 Wings Boneless,2023-03-01,0.05300,136.86,91
49094,2,pickup,Buffalo Ranch Fries Regular|Iced Tea 32oz,2023-03-01,0.06850,8.42,6318
49095,3,pickup,Cheesy Fiesta Potatoes|Grande Toasted Breakfast Burrito Sausage|Burrito Supreme Cravings Trio,2023-03-01,0.04750,10.56,1541
49096,1,pickup,Medium Fanta Orange,2023-03-01,0.05300,1.88,2581
49097,2,pickup,24pc Family Pack Mix & Match,2023-03-01,0.05750,36.47,5788
49098,1,delivery,Hot Fudge Sundae|10 Pieces McNuggets Meal|Medium Hawaiian Punch,2023-03-01,0.04500,14.81,8132
49099,3,delivery,Cheesy Gordita Crunch Cravings Trio,2023-03-01,0.00000,5.00,5932
49100,1,delivery,2 Half Strips Bacon|Medium Caramel Mocha|Dassani Bottled Water,2023-03-01,0.02900,7.38,9042
49101,1,delivery,Spicy Crispy Chicken Sandwich,2023-03-01,0.07000,5.34,2399
49102,2,pickup,Triple Chocolate Chunk Brownie|50pc Party Pack Mix & Match,2023-03-02,0.04750,70.89,9485
49103,2,pickup,Soft Drinks 20oz|(1) Soft Drinks 20oz,2023-03-02,0.06250,5.72,8161
49104,1,delivery,Cheese Danish,2023-03-02,0.04500,2.71,5753
49105,3,delivery,Breakfast Quesadilla Combo|3 Crunchy Tacos Combo,2023-03-02,0.05300,13.04,2859
49106,3,delivery,Reduced-Fat Sour Cream|Red Sauce,2023-03-02,0.05300,0.95,56
49107,3,pickup,Breakfast Crunchwrap Sausage|Blue Raspberry Electric Strawberry Freeze,2023-03-02,0.06850,7.67,6087
49108,3,delivery,Nachos BellGrande Combo|Regular Iced Coffee|My Cravings Box,2023-03-02,0.06100,18.23,5214
49109,1,delivery,4 Piece McNuggets,2023-03-02,0.06875,2.34,2163
49110,1,delivery,Hot Picante Salsa,2023-03-02,0.05750,0.00,4465
49111,3,delivery,Avocado Ranch Sauce|Spicy Potato Soft Taco|Chicken Quesadilla,2023-03-02,0.04500,7.72,8498
49112,1,pickup,10 Piece McNuggets,2023-03-02,0.05000,5.13,2807
49113,1,pickup,Medium Unsweetened Iced Tea|Honey Mustard Packet,2023-03-02,0.04450,1.56,9540
49114,3,pickup,Cinnabon Delights 12 Pack|Black Bean Crispy Melt Taco,2023-03-02,0.05000,9.74,7815
49115,1,delivery,Sausage Egg Cheese McGriddle Meal|Oreo Fudge McFlurry,2023-03-02,0.05000,10.58,8124
49116,2,pickup,30 Wings Boneless,2023-03-02,0.04225,31.15,8406
49117,1,pickup,Pepper Packet,2023-03-02,0.05000,0.00,2455
49118,3,pickup,Steak Quesadilla|Nachos BellGrande|Cheesy Toasted Breakfast Burrito Sausage,2023-03-02,0.06850,15.03,9296
49119,3,delivery,Mtn Dew,2023-03-02,0.06000,3.06,2052
49120,3,pickup,Black Beans,2023-03-02,0.06250,1.80,4999
49121,2,pickup,Seasoned Fries Regular|50pc Party Pack Mix & Match|30pc Crew Pack Boneless,2023-03-02,0.06250,108.34,4591
49122,1,pickup,2 Half Strips Bacon|Medium Mocha Frappe|20 Pieces McNuggets,2023-03-02,0.06500,13.92,3674
49123,1,delivery,Egg Cheese Biscuit Meal,2023-03-02,0.06625,4.47,4545
49124,3,pickup,White Hot Ranch Fries Burrito Veggie|Pintos N Cheese,2023-03-02,0.06100,5.50,1433
49125,1,delivery,Sausage Egg Cheese Bagel,2023-03-02,0.05500,5.26,6908
49126,3,pickup,Nachos BellGrande Combo,2023-03-02,0.04000,10.60,8419
49129,2,pickup,Large 10 pc Wing Combo Boneless|Louisiana Voodoo Fries Large,2023-03-02,0.05000,19.30,9995
49130,1,pickup,Chicken McGriddle Meal|Medium Root Beer|Medium Mocha Frappe,2023-03-02,0.04500,11.78,4772
49131,2,pickup,Buffalo Ranch Fries Large,2023-03-02,0.07250,6.53,5104
49132,1,pickup,Sugar Packet,2023-03-02,0.05600,0.00,4048
49133,2,delivery,30pc Crew Pack Mix & Match|30 Crispy Tenders,2023-03-02,0.06875,92.21,4392
49134,2,delivery,15 Crispy Tenders,2023-03-02,0.07000,26.20,935
49135,2,pickup,4 Crispy Tenders|100 Wings Classic|Small 6 pc Wing Combo Classic,2023-03-02,0.06875,142.86,2667
49136,1,delivery,Sausage Egg Biscuit Meal|Apple Slices,2023-03-02,0.04750,7.00,966
49137,3,pickup,Nachos BellGrande,2023-03-02,0.00000,6.49,3709
49138,2,delivery,Large 10 pc Wing Combo Mix & Match,2023-03-02,0.02900,15.73,1897
49139,3,pickup,Spicy Potato Soft Tacos|Cheesy Roll Up,2023-03-02,0.06100,2.12,1754
49140,1,delivery,Medium French Vanilla Latte|Dassani Bottled Water,2023-03-02,0.06100,5.07,6626
49141,1,pickup,Medium Iced Caramel Coffee,2023-03-02,0.00000,2.69,3732
49142,2,delivery,50pc Party Pack Boneless|Veggie Sticks Celery Only,2023-03-02,0.06250,60.54,9421
49143,2,pickup,10 Wings Classic,2023-03-02,0.04750,12.45,8990
49144,1,pickup,Medium Unsweetened Iced Tea,2023-03-02,0.06500,1.59,6371
49145,3,pickup,Chicken Chipotle Melt|Black Bean Quesarito,2023-03-02,0.04225,6.23,2214
49146,3,pickup,Chalupa Supreme,2023-03-02,0.05500,5.05,6707
49147,2,delivery,40pc Group Pack Boneless|75pc Pack Classic|50pc Party Pack Mix & Match,2023-03-02,0.04000,218.16,6721
49148,2,delivery,20 Wings Mix & Match|100pc Pack Mix & Match,2023-03-02,0.05600,162.71,2487
49149,1,pickup,Sausage Biscuit|Medium Caramel Macchiato,2023-03-02,0.06250,6.46,2464
49150,3,pickup,Hot Cinnabon Delights Coffee,2023-03-02,0.06000,2.43,9743
49151,2,pickup,Small 3 pc Crispy Tender Combo,2023-03-02,0.07000,10.26,2731
49152,2,pickup,40pc Group Pack Classic|75pc Pack Mix & Match,2023-03-02,0.05500,161.39,1221
49153,2,pickup,Soft Drinks 32oz|Medium 8 pc Wing Combo Classic,2023-03-02,0.04450,17.32,678
49154,1,delivery,English McMuffin,2023-03-02,0.04500,1.77,682
49155,3,delivery,Cheesy Toasted Breakfast Burrito Bacon|Spicy Ranch|Diablo Sauce Packet,2023-03-02,0.00000,1.79,6333
49156,1,delivery,Iced Pumpkin Coffee|Hot & Spicy Chicken McGriddle|Bacon Egg Cheese McGriddle,2023-03-02,0.06500,11.36,9204
49157,1,delivery,Medium Iced Caramel Latte,2023-03-02,0.06350,3.50,1906
49158,2,pickup,Triple Chocolate Chunk Brownie|Seasoned Fries Regular,2023-03-02,0.06000,5.17,2066
49159,1,pickup,Medium Iced French Vanilla Coffee,2023-03-02,0.06100,2.85,7675
49160,1,delivery,Chicken McGriddle|Medium Decaf Coffee|Hotcakes & Sausage,2023-03-02,0.02900,10.77,9950
49161,2,delivery,20 Wings Boneless|75 Wings Mix & Match|50 Wings Boneless,2023-03-02,0.04750,163.80,8827
49162,2,pickup,Seasoned Fries Large,2023-03-02,0.06250,4.88,4396
49163,1,delivery,Medium Diet Coke|Double Quarter Cheese Deluxe,2023-03-02,0.07000,9.29,6133
49164,1,delivery,Medium Americano|1 Cookie|Quarter Pounder With Cheese,2023-03-02,0.05750,10.54,4114
49165,2,delivery,15pc Meal for 2 Classic,2023-03-02,0.04000,26.09,8276
49166,1,delivery,Crispy Chicken Sandwich|Double Quarter Cheese Deluxe Meal|Medium Coke,2023-03-02,0.07250,17.77,93
49167,2,pickup,50pc Party Pack Mix & Match|Medium 8 pc Wing Combo Boneless,2023-03-02,0.06625,79.63,1419
49168,2,delivery,50 Wings Classic,2023-03-02,0.07000,61.51,6619
49169,2,pickup,Medium 8 pc Wing Combo Mix & Match,2023-03-02,0.05750,14.05,3450
49170,1,delivery,Steak Egg Cheese McGriddle|Scrambled Eggs|Medium Iced Coffee,2023-03-02,0.07000,11.10,8568
49171,2,pickup,30 Wings Classic|10 Wings Mix & Match|Buffalo Ranch Fries Regular,2023-03-02,0.04500,53.68,5491
49172,3,delivery,3 Doritos Locos Tacos Supreme Combo|Pepsi|Cup Of Water,2023-03-02,0.06500,13.93,357
49173,3,pickup,Double Steak Grilled Cheese Burrito|Cheesy Gordita Crunch,2023-03-02,0.06850,12.59,9600
49174,2,delivery,Small 6 pc Wing Combo Mix & Match|Veggie Sticks Carrots Only|15 Wings Boneless,2023-03-02,0.05300,30.72,6470
49175,3,pickup,Premium Hot Coffee,2023-03-02,0.04000,2.07,9783
49176,1,delivery,McChicken|Grape Jam|Sausage McMuffin,2023-03-02,0.06875,5.64,6380
49177,3,delivery,Cheesy Toasted Breakfast Burrito Potato|Spicy Potato Soft Tacos,2023-03-02,0.06000,2.43,2458
49178,3,delivery,Avocado Ranch Sauce,2023-03-02,0.06500,0.21,8148
49179,2,delivery,24pc Family Pack Mix & Match,2023-03-02,0.05500,36.39,7721
49180,2,delivery,75pc Pack Mix & Match|Louisiana Voodoo Fries Regular,2023-03-02,0.06500,111.48,1201
49181,1,delivery,Bacon Egg Cheese McGriddle Meal|Spicy Deluxe Crispy Chicken Sandwich,2023-03-02,0.06100,13.03,4272
49182,1,delivery,Triple Cheeseburger,2023-03-02,0.06000,4.76,6939
49183,3,pickup,Spicy Potato Soft Taco|Quesarito,2023-03-02,0.06100,6.36,5355
49184,3,pickup,Mtn Dew Baja Blast|Cheesy Fiesta Potatoes,2023-03-02,0.04000,4.87,1319
49185,3,delivery,Burrito Supreme Cravings Trio|Regular Iced Coffee|Crunchwrap Supreme Combo,2023-03-02,0.00000,16.28,7506
49186,1,pickup,McChicken Biscuit|Southwest Dressing,2023-03-02,0.04225,3.01,8651
49187,3,delivery,White Hot Ranch Fries Veggie|Quesarito|Grande Toasted Breakfast Burrito Bacon,2023-03-02,0.06625,15.22,6293
49188,1,pickup,Hot Mustard Dipping Sauce|3 Half Strips Bacon,2023-03-02,0.06100,2.54,3997
49189,2,pickup,Large 10 pc Wing Combo Boneless|4 Crispy Tenders|100 Wings Mix & Match,2023-03-02,0.06000,142.54,4352
49190,1,delivery,Biscuit|Medium Mocha Frappe|Medium Caramel Latte,2023-03-02,0.06000,9.08,676
49191,2,pickup,Cajun Friend Corn Large|Cheese Fries Regular,2023-03-02,0.04450,9.07,2614
49192,2,delivery,8 pc Meal for 2 – Crispy Tenders|Small 6 pc Wing Combo Classic|40pc Group Pack Mix & Match,2023-03-02,0.04450,87.92,8705
49193,1,pickup,Egg Cheese Biscuit|Medium Hi-C Orange|Sausage,2023-03-02,0.06350,7.31,2991
49194,3,delivery,3 Crunchy Tacos Combo,2023-03-02,0.06350,7.86,2012
49195,2,delivery,20 Wings Classic|30pc Crew Pack Mix & Match|40pc Group Pack Mix & Match,2023-03-02,0.05000,123.13,2390
49196,3,delivery,Grande Toasted Breakfast Burrito Steak|Cheesy Fiesta Potatoes|Taco & Burrito Cravings Pack,2023-03-02,0.06100,24.69,2422
49197,1,delivery,2 Large Fries|Medium Cappuccino,2023-03-02,0.05300,8.82,5851
49198,2,delivery,Cajun Friend Corn Large|30 Wings Mix & Match|Louisiana Voodoo Fries Large,2023-03-02,0.04450,48.22,6990
49199,1,delivery,McDouble|Bacon Quarter Pounder With Cheese Meal|Filet O Fish Meal,2023-03-02,0.05300,21.45,83
49200,3,delivery,Nachos BellGrande|Pintos N Cheese|Diet Mountain Dew (Large),2023-03-02,0.00000,11.57,5056
49201,2,delivery,Large 10 pc Wing Combo Mix & Match,2023-03-02,0.05000,16.05,1747
49202,1,delivery,Egg McMuffin,2023-03-03,0.06250,4.45,7177
49203,1,delivery,Grape Jam|10 Piece McNuggets Meal,2023-03-03,0.06350,9.45,6360
49204,2,pickup,7 Crispy Tenders,2023-03-03,0.06625,12.25,7184
49205,2,pickup,Small 6 pc Wing Combo Mix & Match|20 Crispy Tenders,2023-03-03,0.05500,47.66,7955
49206,2,pickup,Buffalo Ranch Fries Regular|16pc Crispy Tender Pack|Small 6 pc Wing Combo Mix & Match,2023-03-03,0.06500,50.98,8952
49207,1,pickup,Sugar Packet|Egg Biscuit|Cherry & Creme Pie,2023-03-03,0.04450,4.68,6112
49208,1,pickup,Classic Big Mac Pack|Chicken McGriddle|Hotcakes & Sausage,2023-03-03,0.04750,25.74,8807
49209,2,pickup,75 Wings Boneless|Soft Drinks 20oz,2023-03-03,0.04450,80.61,9053
49210,3,delivery,Fiesta Veggie Burrito|Cheesy Toasted Breakfast Burrito Bacon|Brisk Dragon Paradise Sparkling Iced Tea,2023-03-03,0.06625,6.80,5742
49211,1,delivery,Hot & Spicy McChicken,2023-03-03,0.02900,3.28,9104
49212,1,delivery,Medium Sprite|Hotcakes & Sausage|Big Mac Meal,2023-03-03,0.02900,16.43,3228
49213,3,pickup,Variety Taco Party Pack|Crunchwrap Supreme,2023-03-03,0.05600,34.09,7020
49214,3,delivery,Cinnamon Twists|3 Soft Tacos Supreme Combo,2023-03-03,0.06875,11.75,4099
49215,3,pickup,Mtn Dew Baja Blast Freeze|Pintos N Cheese,2023-03-03,0.06850,6.50,8403
49216,1,delivery,Quarter Pounder With Cheese,2023-03-03,0.06350,5.52,678
49217,3,pickup,Nachos BellGrande|Supreme Taco Party Pack,2023-03-03,0.06000,36.55,2041
49218,1,pickup,Filet O Fish|Bacon Egg Cheese Biscuit|Medium Diet Coke,2023-03-03,0.05600,11.90,81
49219,1,pickup,Daily Double,2023-03-03,0.06250,3.18,1296
49220,2,delivery,Louisiana Voodoo Fries Regular|20 Crispy Tenders,2023-03-03,0.06250,40.67,3051
49221,2,delivery,Triple Chocolate Chunk Brownie|75pc Pack Mix & Match|20 Wings Classic,2023-03-03,0.05000,131.43,5260
49222,3,pickup,Burrito Supreme Cravings Trio|Supreme Soft Taco Party Pack,2023-03-03,0.05300,34.74,1036
49223,3,delivery,Bell Breakfast Box|Variety Taco Party Pack,2023-03-03,0.00000,32.99,333
49224,1,pickup,Medium Americano|Bacon Quarter Pounder With Cheese,2023-03-03,0.04500,9.38,928
49225,2,delivery,16pc Crispy Tender Pack,2023-03-03,0.05500,33.54,7843
49226,2,delivery,Large 10 pc Wing Combo Boneless,2023-03-03,0.06250,13.06,1083
49227,2,delivery,Seasoned Fries Large|20 Crispy Tenders,2023-03-03,0.00000,38.28,8825
49228,1,delivery,2 Large Fries|Hot Mustard Dipping Sauce|Cheeseburger,2023-03-03,0.04000,7.47,405
49229,2,delivery,Soft Drinks 32oz|50 Wings Mix & Match,2023-03-03,0.06850,64.94,1250
49230,2,pickup,100 Wings Classic,2023-03-03,0.06500,122.46,4690
49231,2,pickup,10 Wings Classic|Iced Tea 20oz,2023-03-03,0.05000,15.31,3051
49232,3,pickup,Bell Breakfast Box|2 Chicken Chalupas Supreme|Mug Root Beer (Small),2023-03-03,0.06350,21.46,8281
49233,1,pickup,Blueberry & Creme Pie|Quarter Pounder With Cheese Deluxe,2023-03-03,0.05000,8.59,4845
49234,3,delivery,Hash Brown,2023-03-03,0.06000,1.06,6824
49235,3,pickup,3 Soft Tacos Combo|Blue Raspberry Electric Strawberry Freeze|Crispy Chicken Wings,2023-03-03,0.04450,19.08,3065
49236,2,pickup,15pc Meal for 2 Classic,2023-03-03,0.06350,26.68,7050
49237,1,pickup,Filet O Fish Meal,2023-03-03,0.06625,9.48,7852
49238,1,delivery,Medium Mocha,2023-03-03,0.05600,3.69,4122
49239,2,delivery,24pc Crispy Tender Pack|30 Wings Mix & Match,2023-03-03,0.06000,87.00,2734
49240,1,pickup,Classic Big Mac Pack,2023-03-03,0.06350,17.11,2266
49241,3,delivery,Mug Root Beer (Small)|Chipotle Ranch Grilled Chicken Burrito,2023-03-03,0.07000,5.02,3537
49242,1,delivery,Medium Frozen Coca Cola|Triple Cheeseburger,2023-03-03,0.06875,7.03,2522
49243,3,delivery,Chips And Nacho Cheese Sauce,2023-03-03,0.06250,1.80,4450
